Program,Applicant ID,Category,Full Category,z-score,Proposal
Propel,35072638,5,Impact Likelihood,0.43,"Unlocking carbon sequestration in mine waste (""tailings"") by improving the carbonation efficiency and recovery of additional critical metal"
Propel,35072638,6,Translational Impacts,-0.12,"Unlocking carbon sequestration in mine waste (""tailings"") by improving the carbonation efficiency and recovery of additional critical metal"
Propel,35072638,7,Environmental Impacts,1.11,"Unlocking carbon sequestration in mine waste (""tailings"") by improving the carbonation efficiency and recovery of additional critical metal"
Propel,35072638,8,Relevancy to NYS,0.25,"Unlocking carbon sequestration in mine waste (""tailings"") by improving the carbonation efficiency and recovery of additional critical metal"
Propel,35128373,1,Responsiveness,0.14,Coupling direct ocean capture and seawater reverse osmosis
Propel,35128373,2,Appropriateness,0.00,Coupling direct ocean capture and seawater reverse osmosis
Propel,35128373,3,Team Qualification,0.87,Coupling direct ocean capture and seawater reverse osmosis
Propel,35128373,4,Market Impact,0.05,Coupling direct ocean capture and seawater reverse osmosis
Propel,35128373,5,Impact Likelihood,0.43,Coupling direct ocean capture and seawater reverse osmosis
Propel,35128373,6,Translational Impacts,-0.12,Coupling direct ocean capture and seawater reverse osmosis
Propel,35128373,7,Environmental Impacts,-0.02,Coupling direct ocean capture and seawater reverse osmosis
Propel,35128373,8,Relevancy to NYS,-0.26,Coupling direct ocean capture and seawater reverse osmosis
Propel,35169072,1,Responsiveness,0.56,ecoLocked: categorizing biocarbon in concrete
Propel,35169072,2,Appropriateness,0.00,ecoLocked: categorizing biocarbon in concrete
Propel,35169072,3,Team Qualification,0.00,ecoLocked: categorizing biocarbon in concrete
Propel,35169072,4,Market Impact,0.05,ecoLocked: categorizing biocarbon in concrete
Propel,35169072,5,Impact Likelihood,-0.71,ecoLocked: categorizing biocarbon in concrete
Propel,35169072,6,Translational Impacts,-0.58,ecoLocked: categorizing biocarbon in concrete
Propel,35169072,7,Environmental Impacts,-0.02,ecoLocked: categorizing biocarbon in concrete
Propel,35169072,8,Relevancy to NYS,-1.25,ecoLocked: categorizing biocarbon in concrete
Propel,35174528,1,Responsiveness,-0.51,Energy-Efficient Electrochemical Ocean Carbon Capture Technology with Combined Desalination and Energy-Storage Capabilities
Propel,35174528,2,Appropriateness,0.26,Energy-Efficient Electrochemical Ocean Carbon Capture Technology with Combined Desalination and Energy-Storage Capabilities
Propel,35174528,3,Team Qualification,-0.53,Energy-Efficient Electrochemical Ocean Carbon Capture Technology with Combined Desalination and Energy-Storage Capabilities
Propel,35174528,4,Market Impact,-0.70,Energy-Efficient Electrochemical Ocean Carbon Capture Technology with Combined Desalination and Energy-Storage Capabilities
Propel,35174528,5,Impact Likelihood,-1.13,Energy-Efficient Electrochemical Ocean Carbon Capture Technology with Combined Desalination and Energy-Storage Capabilities
Propel,35174528,6,Translational Impacts,-0.23,Energy-Efficient Electrochemical Ocean Carbon Capture Technology with Combined Desalination and Energy-Storage Capabilities
Propel,35174528,7,Environmental Impacts,-1.01,Energy-Efficient Electrochemical Ocean Carbon Capture Technology with Combined Desalination and Energy-Storage Capabilities
Propel,35174528,8,Relevancy to NYS,-0.38,Energy-Efficient Electrochemical Ocean Carbon Capture Technology with Combined Desalination and Energy-Storage Capabilities
Propel,35182570,1,Responsiveness,1.42,Sustainable Mg-carbonate bearing construction materials with inherent recovery of energy critical metals via integrated CO2 capture and mineralization
Propel,35182570,2,Appropriateness,0.53,Sustainable Mg-carbonate bearing construction materials with inherent recovery of energy critical metals via integrated CO2 capture and mineralization
Propel,35182570,3,Team Qualification,1.30,Sustainable Mg-carbonate bearing construction materials with inherent recovery of energy critical metals via integrated CO2 capture and mineralization
Propel,35182570,4,Market Impact,1.24,Sustainable Mg-carbonate bearing construction materials with inherent recovery of energy critical metals via integrated CO2 capture and mineralization
Propel,35182570,5,Impact Likelihood,1.00,Sustainable Mg-carbonate bearing construction materials with inherent recovery of energy critical metals via integrated CO2 capture and mineralization
Propel,35182570,6,Translational Impacts,0.80,Sustainable Mg-carbonate bearing construction materials with inherent recovery of energy critical metals via integrated CO2 capture and mineralization
Propel,35182570,7,Environmental Impacts,1.11,Sustainable Mg-carbonate bearing construction materials with inherent recovery of energy critical metals via integrated CO2 capture and mineralization
Propel,35182570,8,Relevancy to NYS,1.75,Sustainable Mg-carbonate bearing construction materials with inherent recovery of energy critical metals via integrated CO2 capture and mineralization
Propel,35182622,1,Responsiveness,-1.58,Enabling ocean carbon dioxide removal via electrochemical ocean alkalinity enhancement in coastal New York State
Propel,35182622,2,Appropriateness,-0.53,Enabling ocean carbon dioxide removal via electrochemical ocean alkalinity enhancement in coastal New York State
Propel,35182622,3,Team Qualification,0.00,Enabling ocean carbon dioxide removal via electrochemical ocean alkalinity enhancement in coastal New York State
Propel,35182622,4,Market Impact,-1.74,Enabling ocean carbon dioxide removal via electrochemical ocean alkalinity enhancement in coastal New York State
Propel,35182622,5,Impact Likelihood,-1.84,Enabling ocean carbon dioxide removal via electrochemical ocean alkalinity enhancement in coastal New York State
Propel,35182622,6,Translational Impacts,-0.58,Enabling ocean carbon dioxide removal via electrochemical ocean alkalinity enhancement in coastal New York State
Propel,35182622,7,Environmental Impacts,-1.15,Enabling ocean carbon dioxide removal via electrochemical ocean alkalinity enhancement in coastal New York State
Propel,35182622,8,Relevancy to NYS,0.25,Enabling ocean carbon dioxide removal via electrochemical ocean alkalinity enhancement in coastal New York State
Propel,35184564,1,Responsiveness,1.00,Green and Low-Cost Membrane Adsorbents for Direct Air Capture
Propel,35184564,2,Appropriateness,1.05,Green and Low-Cost Membrane Adsorbents for Direct Air Capture
Propel,35184564,3,Team Qualification,0.44,Green and Low-Cost Membrane Adsorbents for Direct Air Capture
Propel,35184564,4,Market Impact,1.24,Green and Low-Cost Membrane Adsorbents for Direct Air Capture
Propel,35184564,5,Impact Likelihood,0.43,Green and Low-Cost Membrane Adsorbents for Direct Air Capture
Propel,35184564,6,Translational Impacts,0.80,Green and Low-Cost Membrane Adsorbents for Direct Air Capture
Propel,35184564,7,Environmental Impacts,-0.02,Green and Low-Cost Membrane Adsorbents for Direct Air Capture
Propel,35184564,8,Relevancy to NYS,1.75,Green and Low-Cost Membrane Adsorbents for Direct Air Capture
Propel,35184588,1,Responsiveness,1.00,Sorbent Ready Structured Contactors for Direct Air Capture with Amine Sorbents
Propel,35184588,2,Appropriateness,2.63,Sorbent Ready Structured Contactors for Direct Air Capture with Amine Sorbents
Propel,35184588,3,Team Qualification,1.73,Sorbent Ready Structured Contactors for Direct Air Capture with Amine Sorbents
Propel,35184588,4,Market Impact,1.84,Sorbent Ready Structured Contactors for Direct Air Capture with Amine Sorbents
Propel,35184588,5,Impact Likelihood,2.14,Sorbent Ready Structured Contactors for Direct Air Capture with Amine Sorbents
Propel,35184588,6,Translational Impacts,2.17,Sorbent Ready Structured Contactors for Direct Air Capture with Amine Sorbents
Propel,35184588,7,Environmental Impacts,2.23,Sorbent Ready Structured Contactors for Direct Air Capture with Amine Sorbents
Propel,35184588,8,Relevancy to NYS,1.24,Sorbent Ready Structured Contactors for Direct Air Capture with Amine Sorbents
Propel,35184643,1,Responsiveness,-2.87,"PRONOE issues carbon credits by locally enhancing the ocean's capacity to remove CO2 from the air, via a patenting-pending process."
Propel,35184643,2,Appropriateness,-1.58,"PRONOE issues carbon credits by locally enhancing the ocean's capacity to remove CO2 from the air, via a patenting-pending process."
Propel,35184643,3,Team Qualification,-1.72,"PRONOE issues carbon credits by locally enhancing the ocean's capacity to remove CO2 from the air, via a patenting-pending process."
Propel,35184643,4,Market Impact,-2.34,"PRONOE issues carbon credits by locally enhancing the ocean's capacity to remove CO2 from the air, via a patenting-pending process."
Propel,35184643,5,Impact Likelihood,-2.41,"PRONOE issues carbon credits by locally enhancing the ocean's capacity to remove CO2 from the air, via a patenting-pending process."
Propel,35184643,6,Translational Impacts,-1.49,"PRONOE issues carbon credits by locally enhancing the ocean's capacity to remove CO2 from the air, via a patenting-pending process."
Propel,35184643,7,Environmental Impacts,-1.71,"PRONOE issues carbon credits by locally enhancing the ocean's capacity to remove CO2 from the air, via a patenting-pending process."
Propel,35184643,8,Relevancy to NYS,-1.25,"PRONOE issues carbon credits by locally enhancing the ocean's capacity to remove CO2 from the air, via a patenting-pending process."
Propel,35186851,1,Responsiveness,-0.29,High-efficiency electrothermal CO2 capture and conversion for production of synthetic hydrocarbon fuels
Propel,35186851,2,Appropriateness,0.00,High-efficiency electrothermal CO2 capture and conversion for production of synthetic hydrocarbon fuels
Propel,35186851,3,Team Qualification,0.00,High-efficiency electrothermal CO2 capture and conversion for production of synthetic hydrocarbon fuels
Propel,35186851,4,Market Impact,-0.55,High-efficiency electrothermal CO2 capture and conversion for production of synthetic hydrocarbon fuels
Propel,35186851,5,Impact Likelihood,-1.28,High-efficiency electrothermal CO2 capture and conversion for production of synthetic hydrocarbon fuels
Propel,35186851,6,Translational Impacts,-1.04,High-efficiency electrothermal CO2 capture and conversion for production of synthetic hydrocarbon fuels
Propel,35186851,7,Environmental Impacts,0.54,High-efficiency electrothermal CO2 capture and conversion for production of synthetic hydrocarbon fuels
Propel,35186851,8,Relevancy to NYS,-1.76,High-efficiency electrothermal CO2 capture and conversion for production of synthetic hydrocarbon fuels
Propel,35188832,1,Responsiveness,-0.29,Converting renewable methanol into valuable products by fermentation
Propel,35188832,2,Appropriateness,0.00,Converting renewable methanol into valuable products by fermentation
Propel,35188832,3,Team Qualification,0.44,Converting renewable methanol into valuable products by fermentation
Propel,35188832,4,Market Impact,0.64,Converting renewable methanol into valuable products by fermentation
Propel,35188832,5,Impact Likelihood,-0.14,Converting renewable methanol into valuable products by fermentation
Propel,35188832,6,Translational Impacts,0.34,Converting renewable methanol into valuable products by fermentation
Propel,35188832,7,Environmental Impacts,-0.02,Converting renewable methanol into valuable products by fermentation
Propel,35188832,8,Relevancy to NYS,-0.76,Converting renewable methanol into valuable products by fermentation
Propel,35188966,1,Responsiveness,0.78,Impurity Tolerant Electrocatalysts for the Conversion of Industrial CO2 Exhaust Streams into Selective Synthesis Gas Feedstocks
Propel,35188966,2,Appropriateness,0.26,Impurity Tolerant Electrocatalysts for the Conversion of Industrial CO2 Exhaust Streams into Selective Synthesis Gas Feedstocks
Propel,35188966,3,Team Qualification,0.44,Impurity Tolerant Electrocatalysts for the Conversion of Industrial CO2 Exhaust Streams into Selective Synthesis Gas Feedstocks
Propel,35188966,4,Market Impact,-0.25,Impurity Tolerant Electrocatalysts for the Conversion of Industrial CO2 Exhaust Streams into Selective Synthesis Gas Feedstocks
Propel,35188966,5,Impact Likelihood,0.15,Impurity Tolerant Electrocatalysts for the Conversion of Industrial CO2 Exhaust Streams into Selective Synthesis Gas Feedstocks
Propel,35188966,6,Translational Impacts,0.80,Impurity Tolerant Electrocatalysts for the Conversion of Industrial CO2 Exhaust Streams into Selective Synthesis Gas Feedstocks
Propel,35188966,7,Environmental Impacts,0.26,Impurity Tolerant Electrocatalysts for the Conversion of Industrial CO2 Exhaust Streams into Selective Synthesis Gas Feedstocks
Propel,35188966,8,Relevancy to NYS,-0.01,Impurity Tolerant Electrocatalysts for the Conversion of Industrial CO2 Exhaust Streams into Selective Synthesis Gas Feedstocks
Propel,35189371,1,Responsiveness,-0.73,Advancing Urban CO2 Capturing: Assessing the Potentiality of Geopolymer Adsorbent Composites through Pilot-to-Market Testing
Propel,35189371,2,Appropriateness,-1.05,Advancing Urban CO2 Capturing: Assessing the Potentiality of Geopolymer Adsorbent Composites through Pilot-to-Market Testing
Propel,35189371,3,Team Qualification,-0.86,Advancing Urban CO2 Capturing: Assessing the Potentiality of Geopolymer Adsorbent Composites through Pilot-to-Market Testing
Propel,35189371,4,Market Impact,-0.55,Advancing Urban CO2 Capturing: Assessing the Potentiality of Geopolymer Adsorbent Composites through Pilot-to-Market Testing
Propel,35189371,5,Impact Likelihood,-0.71,Advancing Urban CO2 Capturing: Assessing the Potentiality of Geopolymer Adsorbent Composites through Pilot-to-Market Testing
Propel,35189371,6,Translational Impacts,-1.04,Advancing Urban CO2 Capturing: Assessing the Potentiality of Geopolymer Adsorbent Composites through Pilot-to-Market Testing
Propel,35189371,7,Environmental Impacts,-0.58,Advancing Urban CO2 Capturing: Assessing the Potentiality of Geopolymer Adsorbent Composites through Pilot-to-Market Testing
Propel,35189371,8,Relevancy to NYS,-0.26,Advancing Urban CO2 Capturing: Assessing the Potentiality of Geopolymer Adsorbent Composites through Pilot-to-Market Testing
Propel,35189981,1,Responsiveness,-0.29,Characterization and Experimentation of Feedstock on Mars' CO2-Acrylonitrile (ACN) via Nitrilation Production Process
Propel,35189981,2,Appropriateness,-0.53,Characterization and Experimentation of Feedstock on Mars' CO2-Acrylonitrile (ACN) via Nitrilation Production Process
Propel,35189981,3,Team Qualification,-0.42,Characterization and Experimentation of Feedstock on Mars' CO2-Acrylonitrile (ACN) via Nitrilation Production Process
Propel,35189981,4,Market Impact,0.05,Characterization and Experimentation of Feedstock on Mars' CO2-Acrylonitrile (ACN) via Nitrilation Production Process
Propel,35189981,5,Impact Likelihood,-1.28,Characterization and Experimentation of Feedstock on Mars' CO2-Acrylonitrile (ACN) via Nitrilation Production Process
Propel,35189981,6,Translational Impacts,-1.04,Characterization and Experimentation of Feedstock on Mars' CO2-Acrylonitrile (ACN) via Nitrilation Production Process
Propel,35189981,7,Environmental Impacts,-1.15,Characterization and Experimentation of Feedstock on Mars' CO2-Acrylonitrile (ACN) via Nitrilation Production Process
Propel,35189981,8,Relevancy to NYS,-0.76,Characterization and Experimentation of Feedstock on Mars' CO2-Acrylonitrile (ACN) via Nitrilation Production Process
Propel,35190430,1,Responsiveness,-1.15,Electrochemical carbon storage using magnesium silicate rocks
Propel,35190430,2,Appropriateness,-1.58,Electrochemical carbon storage using magnesium silicate rocks
Propel,35190430,3,Team Qualification,-1.29,Electrochemical carbon storage using magnesium silicate rocks
Propel,35190430,4,Market Impact,-0.55,Electrochemical carbon storage using magnesium silicate rocks
Propel,35190430,5,Impact Likelihood,-0.71,Electrochemical carbon storage using magnesium silicate rocks
Propel,35190430,6,Translational Impacts,-0.58,Electrochemical carbon storage using magnesium silicate rocks
Propel,35190430,7,Environmental Impacts,-0.58,Electrochemical carbon storage using magnesium silicate rocks
Propel,35190430,8,Relevancy to NYS,-1.25,Electrochemical carbon storage using magnesium silicate rocks
Leap,34859062,1,Responsiveness,-0.71,Ready-Mix Carbon Cured Concrete
Leap,34859062,2,Appropriateness,-0.71,Ready-Mix Carbon Cured Concrete
Leap,34859062,3,Team Qualification,-1.07,Ready-Mix Carbon Cured Concrete
Leap,34859062,4,Market Impact,1.41,Ready-Mix Carbon Cured Concrete
Leap,34859062,5,Impact Likelihood,1.22,Ready-Mix Carbon Cured Concrete
Leap,34859062,6,Translational Impacts,1.41,Ready-Mix Carbon Cured Concrete
Leap,34859062,7,Environmental Impacts,0.71,Ready-Mix Carbon Cured Concrete
Leap,34859062,8,Relevancy to NYS,0.71,Ready-Mix Carbon Cured Concrete
Leap,35068170,1,Responsiveness,-0.71,Corrosion-Resistant Reinforced Reactive Magnesia Cement
Leap,35068170,2,Appropriateness,-0.71,Corrosion-Resistant Reinforced Reactive Magnesia Cement
Leap,35068170,3,Team Qualification,-0.27,Corrosion-Resistant Reinforced Reactive Magnesia Cement
Leap,35068170,4,Market Impact,-0.71,Corrosion-Resistant Reinforced Reactive Magnesia Cement
Leap,35068170,5,Impact Likelihood,0.00,Corrosion-Resistant Reinforced Reactive Magnesia Cement
Leap,35068170,6,Translational Impacts,-0.71,Corrosion-Resistant Reinforced Reactive Magnesia Cement
Leap,35068170,7,Environmental Impacts,0.71,Corrosion-Resistant Reinforced Reactive Magnesia Cement
Leap,35068170,8,Relevancy to NYS,0.71,Corrosion-Resistant Reinforced Reactive Magnesia Cement
Leap,35087533,1,Responsiveness,1.41,Integrated CO2 Capture and Conversion to Value-added Chemicals
Leap,35087533,2,Appropriateness,1.41,Integrated CO2 Capture and Conversion to Value-added Chemicals
Leap,35087533,3,Team Qualification,1.34,Integrated CO2 Capture and Conversion to Value-added Chemicals
Leap,35087533,4,Market Impact,-0.71,Integrated CO2 Capture and Conversion to Value-added Chemicals
Leap,35087533,5,Impact Likelihood,-1.22,Integrated CO2 Capture and Conversion to Value-added Chemicals
Leap,35087533,6,Translational Impacts,-0.71,Integrated CO2 Capture and Conversion to Value-added Chemicals
Leap,35087533,7,Environmental Impacts,-1.41,Integrated CO2 Capture and Conversion to Value-added Chemicals
Leap,35087533,8,Relevancy to NYS,-1.41,Integrated CO2 Capture and Conversion to Value-added Chemicals
New Directions,34861594,1,Responsiveness,-0.27,Making CCS efficient: novel adsorbent regeneration by targetted photo-desorption
New Directions,34861594,2,Appropriateness,1.34,Making CCS efficient: novel adsorbent regeneration by targetted photo-desorption
New Directions,34861594,3,Team Qualification,0.86,Making CCS efficient: novel adsorbent regeneration by targetted photo-desorption
New Directions,34861594,4,Market Impact,0.71,Making CCS efficient: novel adsorbent regeneration by targetted photo-desorption
New Directions,34861594,5,Impact Likelihood,1.22,Making CCS efficient: novel adsorbent regeneration by targetted photo-desorption
New Directions,34861594,6,Translational Impacts,0.00,Making CCS efficient: novel adsorbent regeneration by targetted photo-desorption
New Directions,34861594,7,Environmental Impacts,0.00,Making CCS efficient: novel adsorbent regeneration by targetted photo-desorption
New Directions,34861594,8,Relevancy to NYS,-1.22,Making CCS efficient: novel adsorbent regeneration by targetted photo-desorption
New Directions,35179272,1,Responsiveness,1.34,Whole-system Level Economic and Emission Analysis of Direct Air Capture
New Directions,35179272,2,Appropriateness,-0.27,Whole-system Level Economic and Emission Analysis of Direct Air Capture
New Directions,35179272,3,Team Qualification,0.54,Whole-system Level Economic and Emission Analysis of Direct Air Capture
New Directions,35179272,4,Market Impact,0.71,Whole-system Level Economic and Emission Analysis of Direct Air Capture
New Directions,35179272,5,Impact Likelihood,0.00,Whole-system Level Economic and Emission Analysis of Direct Air Capture
New Directions,35179272,6,Translational Impacts,0.00,Whole-system Level Economic and Emission Analysis of Direct Air Capture
New Directions,35179272,7,Environmental Impacts,1.22,Whole-system Level Economic and Emission Analysis of Direct Air Capture
New Directions,35179272,8,Relevancy to NYS,1.22,Whole-system Level Economic and Emission Analysis of Direct Air Capture
New Directions,35188492,1,Responsiveness,-1.07,Harvesting magnesium-based low carbon cement from the ocean for future construction
New Directions,35188492,2,Appropriateness,-1.07,Harvesting magnesium-based low carbon cement from the ocean for future construction
New Directions,35188492,3,Team Qualification,-1.40,Harvesting magnesium-based low carbon cement from the ocean for future construction
New Directions,35188492,4,Market Impact,-1.41,Harvesting magnesium-based low carbon cement from the ocean for future construction
New Directions,35188492,5,Impact Likelihood,-1.22,Harvesting magnesium-based low carbon cement from the ocean for future construction
New Directions,35188492,6,Translational Impacts,0.00,Harvesting magnesium-based low carbon cement from the ocean for future construction
New Directions,35188492,7,Environmental Impacts,-1.22,Harvesting magnesium-based low carbon cement from the ocean for future construction
New Directions,35188492,8,Relevancy to NYS,0.00,Harvesting magnesium-based low carbon cement from the ocean for future construction
