Program,Applicant ID,Category,z-score,Proposal
Leap,44603796,Team Qualifications,-0.333333333,Membrane-free Electrolyzers & Systems for Conversion of Carbon Dioxide from Waste-to-Energy Plants into Sustainable Aviation Fuel
Leap,44603796,Market Impact,-0.22866478,Membrane-free Electrolyzers & Systems for Conversion of Carbon Dioxide from Waste-to-Energy Plants into Sustainable Aviation Fuel
Leap,44603796,Impact Likelihood,-0.125988158,Membrane-free Electrolyzers & Systems for Conversion of Carbon Dioxide from Waste-to-Energy Plants into Sustainable Aviation Fuel
Leap,44603796,Translational Impacts,-0.471404521,Membrane-free Electrolyzers & Systems for Conversion of Carbon Dioxide from Waste-to-Energy Plants into Sustainable Aviation Fuel
Leap,44603796,Environmental Impacts,-0.133333333,Membrane-free Electrolyzers & Systems for Conversion of Carbon Dioxide from Waste-to-Energy Plants into Sustainable Aviation Fuel
Leap,44603796,Relevance to NYS,-0.210818511,Membrane-free Electrolyzers & Systems for Conversion of Carbon Dioxide from Waste-to-Energy Plants into Sustainable Aviation Fuel
Leap,44727384,Responsiveness,-0.239473736,To Mitigate Cement Carbon Emissions through Integration of Capture Sorbents and Electrocatalytic Conversion
Leap,44727384,Appropriateness,0.166666667,To Mitigate Cement Carbon Emissions through Integration of Capture Sorbents and Electrocatalytic Conversion
Leap,44727384,Team Qualifications,0.333333333,To Mitigate Cement Carbon Emissions through Integration of Capture Sorbents and Electrocatalytic Conversion
Leap,44727384,Market Impact,0.11433239,To Mitigate Cement Carbon Emissions through Integration of Capture Sorbents and Electrocatalytic Conversion
Leap,44727384,Impact Likelihood,-0.125988158,To Mitigate Cement Carbon Emissions through Integration of Capture Sorbents and Electrocatalytic Conversion
Leap,44727384,Translational Impacts,0.471404521,To Mitigate Cement Carbon Emissions through Integration of Capture Sorbents and Electrocatalytic Conversion
Leap,44727384,Environmental Impacts,0.266666667,To Mitigate Cement Carbon Emissions through Integration of Capture Sorbents and Electrocatalytic Conversion
Leap,44727384,Relevance to NYS,0.421637021,To Mitigate Cement Carbon Emissions through Integration of Capture Sorbents and Electrocatalytic Conversion
Propel,44611942,Responsiveness,-1.109788923," To Produce Carbon Negative Oxalic Acid from Carbon Dioxide, Water and Renewable Energy for Circular Economy Products and Durable Sequestration"
Propel,44611942,Appropriateness,-1.394783817," To Produce Carbon Negative Oxalic Acid from Carbon Dioxide, Water and Renewable Energy for Circular Economy Products and Durable Sequestration"
Propel,44611942,Team Qualifications,-0.836899574," To Produce Carbon Negative Oxalic Acid from Carbon Dioxide, Water and Renewable Energy for Circular Economy Products and Durable Sequestration"
Propel,44611942,Market Impact,-1.534038516," To Produce Carbon Negative Oxalic Acid from Carbon Dioxide, Water and Renewable Energy for Circular Economy Products and Durable Sequestration"
Propel,44611942,Impact Likelihood,-1.658194568," To Produce Carbon Negative Oxalic Acid from Carbon Dioxide, Water and Renewable Energy for Circular Economy Products and Durable Sequestration"
Propel,44611942,Translational Impacts,-1.180727935," To Produce Carbon Negative Oxalic Acid from Carbon Dioxide, Water and Renewable Energy for Circular Economy Products and Durable Sequestration"
Propel,44611942,Environmental Impacts,-1.037382072," To Produce Carbon Negative Oxalic Acid from Carbon Dioxide, Water and Renewable Energy for Circular Economy Products and Durable Sequestration"
Propel,44611942,Relevance to NYS,-0.721994872," To Produce Carbon Negative Oxalic Acid from Carbon Dioxide, Water and Renewable Energy for Circular Economy Products and Durable Sequestration"
Propel,44526255,Responsiveness,1.084445185,Advancing Urban CO2 Capturing: Assessing the Potentiality of Geopolymer Adsorbent Composite
Propel,44526255,Appropriateness,1.157556241,Advancing Urban CO2 Capturing: Assessing the Potentiality of Geopolymer Adsorbent Composite
Propel,44526255,Team Qualifications,1.365820105,Advancing Urban CO2 Capturing: Assessing the Potentiality of Geopolymer Adsorbent Composite
Propel,44526255,Market Impact,0.820980412,Advancing Urban CO2 Capturing: Assessing the Potentiality of Geopolymer Adsorbent Composite
Propel,44526255,Impact Likelihood,0.777278704,Advancing Urban CO2 Capturing: Assessing the Potentiality of Geopolymer Adsorbent Composite
Propel,44526255,Translational Impacts,0.680358475,Advancing Urban CO2 Capturing: Assessing the Potentiality of Geopolymer Adsorbent Composite
Propel,44526255,Environmental Impacts,0.548888802,Advancing Urban CO2 Capturing: Assessing the Potentiality of Geopolymer Adsorbent Composite
Propel,44526255,Relevance to NYS,0.489925092,Advancing Urban CO2 Capturing: Assessing the Potentiality of Geopolymer Adsorbent Composite
Propel,44610901,Responsiveness,0.394828751,Capture and in-situ conversion of CO2 using novel plasma technology under ambient conditions
Propel,44610901,Appropriateness,-0.051446944,Capture and in-situ conversion of CO2 using novel plasma technology under ambient conditions
Propel,44610901,Team Qualifications,0.107123145,Capture and in-situ conversion of CO2 using novel plasma technology under ambient conditions
Propel,44610901,Market Impact,0.639825109,Capture and in-situ conversion of CO2 using novel plasma technology under ambient conditions
Propel,44610901,Impact Likelihood,0.290184049,Capture and in-situ conversion of CO2 using novel plasma technology under ambient conditions
Propel,44610901,Translational Impacts,0.172789454,Capture and in-situ conversion of CO2 using novel plasma technology under ambient conditions
Propel,44610901,Environmental Impacts,0.29842498,Capture and in-situ conversion of CO2 using novel plasma technology under ambient conditions
Propel,44610901,Relevance to NYS,0.247541099,Capture and in-situ conversion of CO2 using novel plasma technology under ambient conditions
Propel,44608307,Responsiveness,-0.984404117,CARBO-CHLORA: To Carbonate Chloroellestadite in Treated WTE Ashes for Low Carbon Concrete Blocks
Propel,44608307,Appropriateness,-0.857449068,CARBO-CHLORA: To Carbonate Chloroellestadite in Treated WTE Ashes for Low Carbon Concrete Blocks
Propel,44608307,Team Qualifications,-0.994236694,CARBO-CHLORA: To Carbonate Chloroellestadite in Treated WTE Ashes for Low Carbon Concrete Blocks
Propel,44608307,Market Impact,-0.809417307,CARBO-CHLORA: To Carbonate Chloroellestadite in Treated WTE Ashes for Low Carbon Concrete Blocks
Propel,44608307,Impact Likelihood,-1.268518845,CARBO-CHLORA: To Carbonate Chloroellestadite in Treated WTE Ashes for Low Carbon Concrete Blocks
Propel,44608307,Translational Impacts,-1.349917608,CARBO-CHLORA: To Carbonate Chloroellestadite in Treated WTE Ashes for Low Carbon Concrete Blocks
Propel,44608307,Environmental Impacts,-1.705285599,CARBO-CHLORA: To Carbonate Chloroellestadite in Treated WTE Ashes for Low Carbon Concrete Blocks
Propel,44608307,Relevance to NYS,-1.206762858,CARBO-CHLORA: To Carbonate Chloroellestadite in Treated WTE Ashes for Low Carbon Concrete Blocks
Propel,44611649,Responsiveness,0.332136348,DEVELOP AN OPTIMIZED MINERALIZATION PROCESS FOR EFFICIENT CO2 CAPTURE AND COMPACT EQUIPMENT DESIGN
Propel,44611649,Appropriateness,0.754555179,DEVELOP AN OPTIMIZED MINERALIZATION PROCESS FOR EFFICIENT CO2 CAPTURE AND COMPACT EQUIPMENT DESIGN
Propel,44611649,Team Qualifications,0.893808745,DEVELOP AN OPTIMIZED MINERALIZATION PROCESS FOR EFFICIENT CO2 CAPTURE AND COMPACT EQUIPMENT DESIGN
Propel,44611649,Market Impact,0.277514505,DEVELOP AN OPTIMIZED MINERALIZATION PROCESS FOR EFFICIENT CO2 CAPTURE AND COMPACT EQUIPMENT DESIGN
Propel,44611649,Impact Likelihood,0.485021911,DEVELOP AN OPTIMIZED MINERALIZATION PROCESS FOR EFFICIENT CO2 CAPTURE AND COMPACT EQUIPMENT DESIGN
Propel,44611649,Translational Impacts,0.426573964,DEVELOP AN OPTIMIZED MINERALIZATION PROCESS FOR EFFICIENT CO2 CAPTURE AND COMPACT EQUIPMENT DESIGN
Propel,44611649,Environmental Impacts,0.29842498,DEVELOP AN OPTIMIZED MINERALIZATION PROCESS FOR EFFICIENT CO2 CAPTURE AND COMPACT EQUIPMENT DESIGN
Propel,44611649,Relevance to NYS,0.732309085,DEVELOP AN OPTIMIZED MINERALIZATION PROCESS FOR EFFICIENT CO2 CAPTURE AND COMPACT EQUIPMENT DESIGN
Propel,44605451,Responsiveness,-0.420172489,"Direct Air Capture and Conversion of CO2 using Moisture-Activated, Oxidatively Stable Porous Mixed-Metal Hydroxides"
Propel,44605451,Appropriateness,-0.454448006,"Direct Air Capture and Conversion of CO2 using Moisture-Activated, Oxidatively Stable Porous Mixed-Metal Hydroxides"
Propel,44605451,Team Qualifications,-0.758231014,"Direct Air Capture and Conversion of CO2 using Moisture-Activated, Oxidatively Stable Porous Mixed-Metal Hydroxides"
Propel,44605451,Market Impact,-0.265951401,"Direct Air Capture and Conversion of CO2 using Moisture-Activated, Oxidatively Stable Porous Mixed-Metal Hydroxides"
Propel,44605451,Impact Likelihood,0.192765119,"Direct Air Capture and Conversion of CO2 using Moisture-Activated, Oxidatively Stable Porous Mixed-Metal Hydroxides"
Propel,44605451,Translational Impacts,0.426573964,"Direct Air Capture and Conversion of CO2 using Moisture-Activated, Oxidatively Stable Porous Mixed-Metal Hydroxides"
Propel,44605451,Environmental Impacts,0.047961157,"Direct Air Capture and Conversion of CO2 using Moisture-Activated, Oxidatively Stable Porous Mixed-Metal Hydroxides"
Propel,44605451,Relevance to NYS,0.247541099,"Direct Air Capture and Conversion of CO2 using Moisture-Activated, Oxidatively Stable Porous Mixed-Metal Hydroxides"
Propel,44611791,Responsiveness,-0.608249698,Impurity-Tolerant Gas Diffusion Electrodes for the Direct Electrochemical Conversion of Flue Gas to Chemical Feedstocks
Propel,44611791,Appropriateness,-0.320114319,Impurity-Tolerant Gas Diffusion Electrodes for the Direct Electrochemical Conversion of Flue Gas to Chemical Feedstocks
Propel,44611791,Team Qualifications,0.107123145,Impurity-Tolerant Gas Diffusion Electrodes for the Direct Electrochemical Conversion of Flue Gas to Chemical Feedstocks
Propel,44611791,Market Impact,-0.809417307,Impurity-Tolerant Gas Diffusion Electrodes for the Direct Electrochemical Conversion of Flue Gas to Chemical Feedstocks
Propel,44611791,Impact Likelihood,-0.878843121,Impurity-Tolerant Gas Diffusion Electrodes for the Direct Electrochemical Conversion of Flue Gas to Chemical Feedstocks
Propel,44611791,Translational Impacts,-0.842348588,Impurity-Tolerant Gas Diffusion Electrodes for the Direct Electrochemical Conversion of Flue Gas to Chemical Feedstocks
Propel,44611791,Environmental Impacts,-0.703430309,Impurity-Tolerant Gas Diffusion Electrodes for the Direct Electrochemical Conversion of Flue Gas to Chemical Feedstocks
Propel,44611791,Relevance to NYS,-1.04517353,Impurity-Tolerant Gas Diffusion Electrodes for the Direct Electrochemical Conversion of Flue Gas to Chemical Feedstocks
Propel,44606458,Responsiveness,1.147137588,PolyMOF-C3: Polymer-Metal organic framework composites for Carbon Capture and Conversion
Propel,44606458,Appropriateness,0.485887805,PolyMOF-C3: Polymer-Metal organic framework composites for Carbon Capture and Conversion
Propel,44606458,Team Qualifications,0.421797385,PolyMOF-C3: Polymer-Metal organic framework composites for Carbon Capture and Conversion
Propel,44606458,Market Impact,1.002135714,PolyMOF-C3: Polymer-Metal organic framework composites for Carbon Capture and Conversion
Propel,44606458,Impact Likelihood,0.679859773,PolyMOF-C3: Polymer-Metal organic framework composites for Carbon Capture and Conversion
Propel,44606458,Translational Impacts,1.187927495,PolyMOF-C3: Polymer-Metal organic framework composites for Carbon Capture and Conversion
Propel,44606458,Environmental Impacts,1.300280269,PolyMOF-C3: Polymer-Metal organic framework composites for Carbon Capture and Conversion
Propel,44606458,Relevance to NYS,0.893898413,PolyMOF-C3: Polymer-Metal organic framework composites for Carbon Capture and Conversion
Propel,44612969,Responsiveness,-0.984404117,Reframe the environment using carbon capturing composites (3C)
Propel,44612969,Appropriateness,-0.454448006,Reframe the environment using carbon capturing composites (3C)
Propel,44612969,Team Qualifications,-0.994236694,Reframe the environment using carbon capturing composites (3C)
Propel,44612969,Market Impact,-0.265951401,Reframe the environment using carbon capturing composites (3C)
Propel,44612969,Impact Likelihood,-0.099491674,Reframe the environment using carbon capturing composites (3C)
Propel,44612969,Translational Impacts,-0.334779567,Reframe the environment using carbon capturing composites (3C)
Propel,44612969,Environmental Impacts,0.29842498,Reframe the environment using carbon capturing composites (3C)
Propel,44612969,Relevance to NYS,-0.237226887,Reframe the environment using carbon capturing composites (3C)
Propel,44613002,Responsiveness,0.144059139,Thermo-Mechanical Energy Storage
Propel,44613002,Appropriateness,0.485887805,Thermo-Mechanical Energy Storage
Propel,44613002,Team Qualifications,0.107123145,Thermo-Mechanical Energy Storage
Propel,44613002,Market Impact,0.639825109,Thermo-Mechanical Energy Storage
Propel,44613002,Impact Likelihood,0.679859773,Thermo-Mechanical Energy Storage
Propel,44613002,Translational Impacts,0.511168801,Thermo-Mechanical Energy Storage
Propel,44613002,Environmental Impacts,-0.035526783,Thermo-Mechanical Energy Storage
Propel,44613002,Relevance to NYS,-0.398816215,Thermo-Mechanical Energy Storage
Propel,44597006,Responsiveness,0.144059139,To Coproduce of Sustainable Net-Zero Diesel and Sequestered Biochar Carbon 
Propel,44597006,Appropriateness,0.21722043,To Coproduce of Sustainable Net-Zero Diesel and Sequestered Biochar Carbon 
Propel,44597006,Team Qualifications,-0.207551094,To Coproduce of Sustainable Net-Zero Diesel and Sequestered Biochar Carbon 
Propel,44597006,Market Impact,-0.084796099,To Coproduce of Sustainable Net-Zero Diesel and Sequestered Biochar Carbon 
Propel,44597006,Impact Likelihood,-0.099491674,To Coproduce of Sustainable Net-Zero Diesel and Sequestered Biochar Carbon 
Propel,44597006,Translational Impacts,-0.50396924,To Coproduce of Sustainable Net-Zero Diesel and Sequestered Biochar Carbon 
Propel,44597006,Environmental Impacts,-0.369478546,To Coproduce of Sustainable Net-Zero Diesel and Sequestered Biochar Carbon 
Propel,44597006,Relevance to NYS,0.247541099,To Coproduce of Sustainable Net-Zero Diesel and Sequestered Biochar Carbon 
Propel,44611461,Responsiveness,-0.984404117,To create low-CO2 and durable self-healing concrete: microbial-induced carbonate precipitation of waste concrete fines by Bacillus subtilis bacteria spores
Propel,44611461,Appropriateness,-0.051446944,To create low-CO2 and durable self-healing concrete: microbial-induced carbonate precipitation of waste concrete fines by Bacillus subtilis bacteria spores
Propel,44611461,Team Qualifications,-0.994236694,To create low-CO2 and durable self-healing concrete: microbial-induced carbonate precipitation of waste concrete fines by Bacillus subtilis bacteria spores
Propel,44611461,Market Impact,-0.809417307,To create low-CO2 and durable self-healing concrete: microbial-induced carbonate precipitation of waste concrete fines by Bacillus subtilis bacteria spores
Propel,44611461,Impact Likelihood,-0.099491674,To create low-CO2 and durable self-healing concrete: microbial-induced carbonate precipitation of waste concrete fines by Bacillus subtilis bacteria spores
Propel,44611461,Translational Impacts,-0.842348588,To create low-CO2 and durable self-healing concrete: microbial-induced carbonate precipitation of waste concrete fines by Bacillus subtilis bacteria spores
Propel,44611461,Environmental Impacts,-0.202502665,To create low-CO2 and durable self-healing concrete: microbial-induced carbonate precipitation of waste concrete fines by Bacillus subtilis bacteria spores
Propel,44611461,Relevance to NYS,0.247541099,To create low-CO2 and durable self-healing concrete: microbial-induced carbonate precipitation of waste concrete fines by Bacillus subtilis bacteria spores
Propel,44613080,Responsiveness,1.272522395,To Implement a Small-Scale Direct Air Capture Device for On-Site Beverage Carbonation
Propel,44613080,Appropriateness,1.157556241,To Implement a Small-Scale Direct Air Capture Device for On-Site Beverage Carbonation
Propel,44613080,Team Qualifications,1.129814425,To Implement a Small-Scale Direct Air Capture Device for On-Site Beverage Carbonation
Propel,44613080,Market Impact,0.820980412,To Implement a Small-Scale Direct Air Capture Device for On-Site Beverage Carbonation
Propel,44613080,Impact Likelihood,0.485021911,To Implement a Small-Scale Direct Air Capture Device for On-Site Beverage Carbonation
Propel,44613080,Translational Impacts,0.680358475,To Implement a Small-Scale Direct Air Capture Device for On-Site Beverage Carbonation
Propel,44613080,Environmental Impacts,0.799352624,To Implement a Small-Scale Direct Air Capture Device for On-Site Beverage Carbonation
Propel,44613080,Relevance to NYS,0.732309085,To Implement a Small-Scale Direct Air Capture Device for On-Site Beverage Carbonation
Propel,44612788,Responsiveness,-0.796326907,To produce an electrochemically-driven CO2 capture device using nickel hydroxide batteries and a flow-through membrane
Propel,44612788,Appropriateness,-1.260450129,To produce an electrochemically-driven CO2 capture device using nickel hydroxide batteries and a flow-through membrane
Propel,44612788,Team Qualifications,-0.758231014,To produce an electrochemically-driven CO2 capture device using nickel hydroxide batteries and a flow-through membrane
Propel,44612788,Market Impact,-0.537684354,To produce an electrochemically-driven CO2 capture device using nickel hydroxide batteries and a flow-through membrane
Propel,44612788,Impact Likelihood,-0.099491674,To produce an electrochemically-driven CO2 capture device using nickel hydroxide batteries and a flow-through membrane
Propel,44612788,Translational Impacts,-0.334779567,To produce an electrochemically-driven CO2 capture device using nickel hydroxide batteries and a flow-through membrane
Propel,44612788,Environmental Impacts,-0.452966487,To produce an electrochemically-driven CO2 capture device using nickel hydroxide batteries and a flow-through membrane
Propel,44612788,Relevance to NYS,-0.721994872,To produce an electrochemically-driven CO2 capture device using nickel hydroxide batteries and a flow-through membrane
Propel,44612279,Responsiveness,-0.106710473,Towards Decarbonizing Agriculture: Sustainable Urea Synthesis Through Integrated CO2 Capture and Conversion   
Propel,44612279,Appropriateness,-0.320114319,Towards Decarbonizing Agriculture: Sustainable Urea Synthesis Through Integrated CO2 Capture and Conversion   
Propel,44612279,Team Qualifications,-0.207551094,Towards Decarbonizing Agriculture: Sustainable Urea Synthesis Through Integrated CO2 Capture and Conversion   
Propel,44612279,Market Impact,-0.084796099,Towards Decarbonizing Agriculture: Sustainable Urea Synthesis Through Integrated CO2 Capture and Conversion   
Propel,44612279,Impact Likelihood,-0.489167398,Towards Decarbonizing Agriculture: Sustainable Urea Synthesis Through Integrated CO2 Capture and Conversion   
Propel,44612279,Translational Impacts,-0.165589893,Towards Decarbonizing Agriculture: Sustainable Urea Synthesis Through Integrated CO2 Capture and Conversion   
Propel,44612279,Environmental Impacts,-0.035526783,Towards Decarbonizing Agriculture: Sustainable Urea Synthesis Through Integrated CO2 Capture and Conversion   
Propel,44612279,Relevance to NYS,-0.398816215,Towards Decarbonizing Agriculture: Sustainable Urea Synthesis Through Integrated CO2 Capture and Conversion   
